                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 1.0908,                 1.2731,                0.95602,                 1.0142,                0.85163,                0.73344,                0.83628,                0.57347,                 0.8292,                0.71667,                0.81225,                0.51556,                 1.1134,                 1.4212,                0.90051,                0.96319,              0.0017228,              0.0017228,              0.0017228
                     16,                 1.0915,                 1.2869,                0.98991,                 1.0202,                0.88322,                0.71667,                0.84837,                0.59177,                0.84462,                 0.6644,                0.79758,                 0.5198,                 1.1263,                 1.2985,                0.96233,                0.96296,               0.001703,               0.001703,               0.001703
                     17,                 1.0325,                 1.2081,                 1.0411,                0.97496,                0.86545,                0.79444,                0.85788,                0.61164,                0.79863,                0.76667,                 0.8218,                0.54405,                  1.077,                 1.3769,                0.91472,                0.95223,              0.0016832,              0.0016832,              0.0016832
                     18,                 1.1006,                 1.2932,                 1.0079,                 1.0105,                0.91112,                0.74036,                0.84774,                0.57617,                0.87714,                0.71395,                0.82431,                0.53833,                 1.1406,                 1.3741,                0.95514,                0.96433,              0.0016634,              0.0016634,              0.0016634
                     19,                 1.0351,                  1.293,                0.91193,                 1.0082,                 0.8493,                0.78274,                0.84757,                0.61596,                0.86345,                0.70556,                0.82686,                0.57284,                 1.0521,                 1.3121,                 0.8246,                0.93081,              0.0016436,              0.0016436,              0.0016436
                     20,                 1.0162,                 1.2431,                0.91548,                0.98167,                0.74488,                0.72993,                0.77557,                0.55159,                 0.8245,                0.62222,                0.74835,                0.49973,                  1.112,                 1.4057,                 1.0024,                0.96648,              0.0016238,              0.0016238,              0.0016238
                     21,                 1.0247,                 1.1704,                0.89281,                0.98614,                  0.863,                0.71111,                0.81097,                0.56128,                0.84379,                0.67222,                0.77517,                0.50547,                 1.0746,                 1.2897,                0.98131,                0.93552,               0.001604,               0.001604,               0.001604
                     22,                 1.0148,                 1.1947,                0.93076,                0.96555,                0.88321,                0.75626,                0.84433,                0.60376,                0.82504,                0.70736,                0.79682,                0.51858,                 1.0392,                 1.2997,                0.96348,                0.93369,              0.0015842,              0.0015842,              0.0015842
                     23,                0.99514,                 1.2431,                0.84197,                0.96166,                0.83688,                0.68405,                0.78405,                 0.5721,                0.81898,                0.66667,                0.74193,                0.49664,                 1.0225,                 1.4836,                  1.134,                0.94072,              0.0015644,              0.0015644,              0.0015644
                     24,                0.98547,                 1.1934,                0.88236,                0.98313,                0.89263,                0.82222,                0.86352,                0.62034,                0.82363,                0.77831,                0.82767,                0.57407,                 1.0086,                 1.3033,                0.78996,                0.91205,              0.0015446,              0.0015446,              0.0015446
                     25,                 1.0075,                 1.1523,                0.88807,                 0.9791,                0.82443,                0.75556,                0.81035,                0.60294,                0.81046,                0.69444,                0.78324,                0.53641,                 1.0449,                  1.392,                0.93624,                0.93886,              0.0015248,              0.0015248,              0.0015248
                     26,                0.98574,                  1.255,                 0.8862,                0.98432,                  0.911,                0.73926,                0.83923,                0.59071,                0.83676,                0.71194,                0.79023,                0.50908,                 1.0517,                 1.3446,                 0.8806,                 0.9405,               0.001505,               0.001505,               0.001505
                     27,                0.98284,                 1.1202,                0.85547,                0.97657,                0.87838,                0.76235,                0.86939,                  0.622,                0.85925,                0.67778,                0.82481,                 0.5338,                  1.001,                 1.3392,                0.81119,                0.91526,              0.0014852,              0.0014852,              0.0014852
                     28,                0.93859,                 1.0952,                0.79746,                0.96266,                0.89274,                0.82778,                0.90048,                0.64751,                0.85369,                0.78889,                0.85164,                 0.5727,                0.98246,                 1.3145,                0.75579,                0.92256,              0.0014654,              0.0014654,              0.0014654
                     29,                0.94262,                 1.1147,                0.80216,                0.94946,                0.92294,                0.73197,                0.86224,                0.62147,                0.88204,                0.68333,                0.78171,                0.51948,                 1.0312,                 1.4036,                0.81363,                0.94546,              0.0014456,              0.0014456,              0.0014456
                     30,                0.96588,                 1.1598,                0.80759,                0.94116,                0.85271,                0.82222,                 0.8689,                0.63218,                0.78698,                0.77993,                0.80267,                0.53573,                 1.0077,                 1.3152,                0.76834,                0.92687,              0.0014258,              0.0014258,              0.0014258
                     31,                0.93517,                 1.0891,                0.77401,                0.96676,                0.92036,                0.81667,                0.87724,                0.63716,                0.88239,                0.74444,                0.82455,                 0.5621,                 0.9819,                 1.3107,                0.73951,                0.91618,               0.001406,               0.001406,               0.001406
                     32,                0.89506,                 1.0509,                0.73562,                0.95031,                0.84746,                0.80247,                0.86926,                0.63745,                0.90956,                    0.7,                0.84584,                0.55796,                 0.9969,                 1.3984,                0.78356,                0.92551,              0.0013862,              0.0013862,              0.0013862
                     33,                0.90637,                 1.0495,                0.75375,                0.95444,                0.92921,                0.80218,                0.88389,                0.66275,                0.86509,                 0.7481,                0.82759,                0.57956,                0.94632,                 1.2638,                0.75659,                0.90499,              0.0013664,              0.0013664,              0.0013664
                     34,                0.89824,                 1.0402,                0.76978,                0.94507,                0.86804,                0.74444,                0.84333,                0.62393,                0.82987,                0.71111,                0.80161,                0.54866,                0.95513,                 1.3655,                0.85284,                0.90624,              0.0013466,              0.0013466,              0.0013466
                     35,                0.91676,                 1.0662,                0.75417,                0.94787,                 0.8665,                    0.8,                 0.8585,                0.64234,                0.85059,                0.77778,                0.83355,                0.55401,                0.93886,                  1.342,                0.73711,                0.92264,              0.0013268,              0.0013268,              0.0013268
                     36,                0.92584,                 1.1218,                0.78116,                 0.9439,                0.87617,                0.74688,                0.85273,                0.62134,                0.82449,                0.70463,                0.78854,                0.50048,                0.96957,                 1.2892,                0.81133,                0.91368,               0.001307,               0.001307,               0.001307
                     37,                0.88543,                 1.0627,                 0.7324,                0.95441,                0.90082,                0.75693,                0.84796,                0.62534,                0.87868,                0.72425,                0.79476,                0.55863,                 0.9415,                 1.3602,                0.76266,                0.92631,              0.0012872,              0.0012872,              0.0012872
                     38,                0.87367,                 1.0665,                0.71005,                 0.9393,                0.88527,                 0.8145,                0.88663,                0.66339,                0.84961,                0.81667,                0.83819,                0.57549,                0.94626,                 1.2395,                0.71364,                0.91503,              0.0012674,              0.0012674,              0.0012674
                     39,                0.89821,                 1.0186,                0.73546,                0.94803,                0.85628,                0.81667,                 0.8763,                0.65826,                 0.9039,                0.72222,                0.82078,                0.57337,                0.90981,                 1.3207,                0.71303,                0.89514,              0.0012476,              0.0012476,              0.0012476
                     40,                0.87156,                 1.0149,                0.69585,                0.92492,                0.89866,                0.83749,                0.89925,                0.67779,                0.85277,                0.81111,                0.86019,                0.59278,                0.90219,                 1.2237,                0.69328,                0.89725,              0.0012278,              0.0012278,              0.0012278
                     41,                0.90124,                 1.0712,                0.72655,                 0.9459,                0.89164,                0.83333,                0.90009,                0.68148,                 0.8971,                0.78333,                0.87687,                0.60841,                0.89988,                  1.248,                0.65766,                0.88931,               0.001208,               0.001208,               0.001208
                     42,                0.83702,                0.99829,                0.69045,                0.93054,                0.88626,                0.84444,                0.87767,                 0.6752,                0.85847,                0.82778,                0.87179,                0.60522,                0.89261,                 1.1646,                0.66801,                0.88775,              0.0011882,              0.0011882,              0.0011882
                     43,                0.80463,                0.94286,                0.71514,                0.90526,                0.88604,                   0.85,                0.89047,                 0.6826,                0.84904,                0.81111,                0.84419,                0.58469,                0.86793,                 1.1637,                0.67013,                0.88983,              0.0011684,              0.0011684,              0.0011684
                     44,                0.83181,                0.95618,                 0.6777,                 0.9226,                0.83382,                0.86667,                0.88143,                 0.6693,                0.77427,                0.80556,                0.82318,                0.56819,                0.91676,                  1.287,                0.69715,                0.90589,              0.0011486,              0.0011486,              0.0011486
                     45,                0.84808,                 1.0109,                0.71608,                0.93735,                0.91811,                   0.85,                0.89035,                0.67197,                0.87557,                0.81111,                0.86154,                0.58837,                0.89674,                 1.2435,                0.68514,                0.90191,              0.0011288,              0.0011288,              0.0011288
                     46,                0.83185,                0.96152,                0.65778,                0.91144,                0.89495,                0.84444,                0.88906,                0.67993,                0.85461,                0.76667,                0.83396,                0.57244,                0.88836,                 1.0972,                0.65544,                0.88219,               0.001109,               0.001109,               0.001109
                     47,                0.84697,                0.96523,                0.68449,                0.92717,                0.89268,                   0.85,                0.89237,                0.67322,                0.84556,                0.80556,                0.84719,                0.56373,                 0.8898,                 1.2598,                0.69342,                0.89221,              0.0010892,              0.0010892,              0.0010892
                     48,                0.81986,                0.90149,                0.65333,                 0.9213,                0.92611,                0.85556,                0.89136,                0.69242,                 0.9192,                0.78333,                  0.837,                 0.6064,                0.87472,                 1.1703,                0.64177,                0.89064,              0.0010694,              0.0010694,              0.0010694
                     49,                 0.8333,                0.92518,                 0.6546,                0.90985,                0.92029,                 0.8339,                0.89543,                0.68614,                0.89555,                0.80981,                0.86768,                0.60517,                0.87194,                 1.1745,                 0.6397,                0.87566,              0.0010496,              0.0010496,              0.0010496
                     50,                0.78845,                0.85303,                0.61017,                0.90055,                 0.9144,                0.83333,                0.89467,                0.69495,                0.92014,                   0.75,                0.85441,                 0.5788,                0.86267,                 1.2373,                0.60621,                0.87904,              0.0010298,              0.0010298,              0.0010298
                     51,                0.78545,                0.94292,                0.61495,                 0.8978,                0.88377,                0.84444,                0.89997,                0.68908,                0.94442,                0.75518,                0.87286,                0.60698,                0.91759,                 1.2717,                 0.6187,                0.89173,                0.00101,                0.00101,                0.00101
                     52,                0.80541,                0.94206,                0.63009,                0.91939,                0.95108,                0.82778,                0.91304,                0.69727,                0.93277,                0.78889,                0.87476,                0.57858,                0.86234,                 1.1757,                0.60065,                0.87299,              0.0009902,              0.0009902,              0.0009902
                     53,                0.77262,                0.89198,                0.59339,                0.90485,                0.92286,                0.86403,                0.91883,                0.70735,                0.91358,                0.79444,                0.87162,                0.58463,                 0.8576,                 1.1159,                0.59199,                  0.879,              0.0009704,              0.0009704,              0.0009704
                     54,                0.78848,                 1.0097,                0.62026,                0.91362,                0.90246,                0.87381,                0.91859,                0.69416,                0.89074,                0.86111,                0.90697,                0.60786,                0.86488,                 1.0772,                0.58121,                0.87562,              0.0009506,              0.0009506,              0.0009506
                     55,                0.75716,                0.90137,                0.59388,                0.90293,                0.94289,                0.82547,                 0.8973,                0.69075,                0.90159,                0.78889,                 0.8546,                0.55316,                0.85094,                 1.1416,                0.62219,                 0.8781,              0.0009308,              0.0009308,              0.0009308
                     56,                0.77846,                0.92023,                0.60946,                0.90862,                0.89218,                0.85556,                0.90204,                0.70449,                 0.8746,                0.76667,                0.85512,                0.59648,                0.84155,                 1.0971,                 0.5938,                0.87733,               0.000911,               0.000911,               0.000911
                     57,                0.80364,                0.88125,                0.63411,                0.91949,                0.94962,                0.83774,                0.91372,                0.69384,                0.93836,                0.76116,                0.86604,                0.58403,                 0.8341,                 1.0565,                0.59136,                0.87479,              0.0008912,              0.0008912,              0.0008912
                     58,                0.76722,                 0.9291,                0.59551,                0.89627,                0.90291,                0.82668,                0.89471,                0.68578,                 0.8662,                0.78333,                0.84095,                0.57451,                0.88314,                 1.0937,                0.68904,                0.89417,              0.0008714,              0.0008714,              0.0008714
                     59,                0.77449,                0.93623,                0.62251,                0.89651,                0.88284,                0.86111,                0.90078,                0.69284,                0.87237,                0.79742,                0.85488,                0.58292,                0.90492,                 1.0441,                0.66586,                0.91222,              0.0008516,              0.0008516,              0.0008516
                     60,                 0.7698,                0.91767,                0.61002,                 0.9029,                0.90011,                0.85556,                0.91367,                0.69384,                0.94617,                0.76111,                0.85948,                 0.5764,                0.85094,                 1.0633,                0.62371,                0.88607,              0.0008318,              0.0008318,              0.0008318
                     61,                0.77834,                0.88961,                0.59319,                0.90344,                0.89117,                0.86435,                0.89476,                0.69815,                0.92825,                    0.8,                0.86353,                0.59724,                 0.8454,                 1.0295,                0.62722,                0.87579,               0.000812,               0.000812,               0.000812
                     62,                 0.7401,                0.83573,                0.56087,                0.89089,                0.93312,                0.85264,                0.92091,                0.70712,                0.90227,                0.82069,                0.87961,                0.59533,                0.80297,                 1.0079,                0.57459,                0.86062,              0.0007922,              0.0007922,              0.0007922
                     63,                0.76773,                0.92968,                0.62517,                0.88965,                 0.9412,                0.83889,                0.93286,                0.73417,                0.91027,                0.78898,                0.87775,                0.61051,                0.80704,                0.98145,                0.58108,                 0.8677,              0.0007724,              0.0007724,              0.0007724
                     64,                0.76383,                0.89509,                0.60933,                0.88692,                0.92256,                0.84444,                 0.9042,                0.70148,                0.89618,                0.81667,                0.87258,                0.60569,                0.80039,                 1.0552,                0.59158,                0.85854,              0.0007526,              0.0007526,              0.0007526
                     65,                0.72849,                0.82015,                0.57806,                0.88753,                  0.949,                0.87222,                0.93097,                0.73387,                0.90361,                0.83333,                0.89055,                0.63093,                0.76057,                 1.0257,                 0.5405,                0.85541,              0.0007328,              0.0007328,              0.0007328
                     66,                0.71526,                0.81023,                0.55285,                0.89049,                0.93502,                   0.85,                0.91781,                0.70695,                0.87861,                0.80422,                0.87132,                0.58936,                0.80696,                 1.0331,                0.56951,                0.86722,               0.000713,               0.000713,               0.000713
                     67,                 0.7289,                0.79288,                0.55853,                0.89465,                0.88934,                0.88889,                0.92031,                0.71645,                0.93213,                0.79444,                0.89731,                0.62837,                0.80993,                0.97849,                0.54579,                0.85907,              0.0006932,              0.0006932,              0.0006932
                     68,                0.75245,                0.83135,                0.58539,                 0.8844,                0.92422,                0.87778,                0.92389,                0.71456,                0.89188,                0.77905,                0.85724,                0.62364,                0.80023,                0.98959,                0.53213,                0.86194,              0.0006734,              0.0006734,              0.0006734
                     69,                0.71517,                0.79028,                0.53377,                0.88226,                0.94172,                0.86667,                   0.93,                0.73593,                0.91949,                0.76142,                 0.8602,                0.59307,                0.75345,                0.94742,                0.50782,                0.85067,              0.0006536,              0.0006536,              0.0006536
                     70,                 0.7283,                0.82811,                0.57528,                0.89285,                0.92719,                0.86111,                0.92805,                0.72729,                0.90051,                0.80556,                0.88166,                0.60871,                0.76382,                0.98622,                0.50324,                0.85534,              0.0006338,              0.0006338,              0.0006338
                     71,                 0.7043,                0.82512,                0.56794,                0.87669,                0.94011,                0.86667,                0.92836,                0.73297,                0.89648,                0.78333,                0.85906,                 0.6056,                0.77233,                 1.0171,                 0.5246,                0.85936,               0.000614,               0.000614,               0.000614
                     72,                0.68937,                0.84441,                0.54923,                0.88059,                0.91218,                0.89444,                0.92167,                0.72516,                0.94079,                0.80556,                0.88499,                0.62141,                0.76772,                 1.0297,                0.52894,                0.86293,              0.0005942,              0.0005942,              0.0005942
                     73,                0.71868,                0.81574,                0.55968,                0.88697,                0.92282,                 0.8635,                0.92601,                 0.7404,                0.91227,                0.80879,                0.87752,                 0.6266,                0.73408,                0.95203,                0.51785,                0.85415,              0.0005744,              0.0005744,              0.0005744
                     74,                0.68523,                0.77339,                0.54526,                0.88288,                0.92379,                    0.9,                 0.9293,                0.73594,                0.93494,                0.79836,                0.86765,                0.60351,                0.76035,                 1.0137,                0.51322,                 0.8579,              0.0005546,              0.0005546,              0.0005546
                     75,                0.70552,                0.80023,                0.53332,                0.88115,                0.89119,                0.90556,                0.94493,                0.74218,                0.90024,                0.78889,                 0.8723,                0.60067,                 0.7418,                 1.0035,                 0.5093,                0.85403,              0.0005348,              0.0005348,              0.0005348
                     76,                0.70471,                0.79804,                0.52543,                0.88154,                0.93615,                0.87778,                0.93432,                0.74513,                0.90023,                0.80208,                0.86859,                 0.6082,                0.73438,                 1.0163,                0.50245,                0.85658,               0.000515,               0.000515,               0.000515
                     77,                0.69728,                0.79686,                0.52467,                0.87678,                0.95073,                0.85755,                0.93416,                0.73454,                0.93542,                0.80466,                0.87282,                 0.6082,                0.73941,                 1.0564,                0.49664,                0.85815,              0.0004952,              0.0004952,              0.0004952
                     78,                0.66993,                0.75474,                0.49431,                0.88014,                0.92954,                0.87952,                0.93907,                0.73719,                0.87034,                0.80556,                0.86919,                0.60131,                0.74519,                 1.0333,                0.49371,                0.85647,              0.0004754,              0.0004754,              0.0004754
                     79,                0.67631,                0.78519,                0.52217,                0.87251,                0.92925,                0.87222,                0.93679,                0.74042,                0.88809,                0.81111,                0.88113,                0.61242,                0.73842,                 1.0373,                0.50777,                0.85975,              0.0004556,              0.0004556,              0.0004556
                     80,                0.67588,                 0.7884,                 0.5012,                0.88497,                0.94035,                0.87583,                0.94238,                0.75479,                0.86424,                0.81345,                0.88155,                0.62392,                0.72776,                 0.9776,                0.50694,                0.85365,              0.0004358,              0.0004358,              0.0004358
                     81,                0.67922,                 0.8002,                0.53494,                0.87307,                0.91439,                0.89005,                0.93005,                 0.7512,                0.84034,                0.81873,                0.86944,                0.62629,                0.72406,                0.97689,                 0.5111,                 0.8492,               0.000416,               0.000416,               0.000416
                     82,                0.67407,                0.77103,                0.51431,                0.87911,                0.94572,                0.86667,                 0.9334,                0.74899,                0.88593,                0.81111,                0.87566,                 0.6044,                0.72534,                0.99984,                0.50664,                0.85144,              0.0003962,              0.0003962,              0.0003962
                     83,                0.65424,                0.75191,                0.49849,                0.88074,                0.95733,                0.87244,                0.93719,                0.75101,                0.89657,                0.81868,                0.87898,                0.60778,                0.75937,                0.94316,                0.50409,                0.85518,              0.0003764,              0.0003764,              0.0003764
                     84,                0.68841,                0.77422,                0.49648,                0.87703,                0.92053,                0.91667,                0.95014,                0.75688,                0.84356,                0.83889,                0.87511,                 0.6145,                 0.7341,                0.89907,                0.50295,                0.85377,              0.0003566,              0.0003566,              0.0003566
                     85,                 0.6805,                0.77165,                0.49602,                0.88103,                0.92594,                0.91667,                0.94853,                0.76121,                0.86361,                0.85556,                0.89329,                0.62606,                0.71927,                0.90066,                0.48578,                0.85166,              0.0003368,              0.0003368,              0.0003368
                     86,                 0.6647,                0.74497,                 0.4973,                0.87597,                0.91743,                0.91667,                 0.9479,                0.75876,                0.90342,                    0.8,                0.88933,                0.63043,                0.72913,                0.93487,                0.49631,                0.85675,               0.000317,               0.000317,               0.000317
                     87,                 0.6474,                0.77537,                0.48832,                0.86512,                0.95125,                0.86667,                0.94371,                0.75962,                0.91302,                0.81638,                0.89229,                0.63116,                0.72967,                0.92974,                0.50714,                0.85801,              0.0002972,              0.0002972,              0.0002972
                     88,                0.63426,                0.74195,                0.48517,                0.86758,                0.94717,                0.86111,                0.94203,                0.75496,                0.92376,                0.80783,                0.88548,                0.62176,                0.72892,                0.92422,                0.50005,                0.85231,              0.0002774,              0.0002774,              0.0002774
                     89,                0.66433,                0.72693,                0.47503,                0.87209,                0.95116,                0.87222,                0.94341,                0.75843,                0.91087,                0.80556,                0.87926,                0.61265,                0.71607,                0.90654,                0.48503,                 0.8462,              0.0002576,              0.0002576,              0.0002576
                     90,                0.63344,                0.78453,                0.47578,                0.87664,                 0.9336,                0.88889,                0.94178,                 0.7533,                0.93871,                0.76667,                0.87156,                0.60529,                0.73274,                0.93426,                0.49458,                0.85205,              0.0002378,              0.0002378,              0.0002378
                     91,                0.61879,                0.74982,                0.45208,                0.82128,                0.94599,                0.87578,                0.94367,                0.74096,                0.89653,                0.81829,                0.88168,                0.62297,                0.74751,                0.91784,                0.51255,                0.85295,               0.000218,               0.000218,               0.000218
                     92,                0.62422,                0.72635,                0.42838,                0.82944,                0.93092,                0.89846,                0.94296,                0.74578,                0.88176,                 0.8286,                0.87717,                0.61842,                 0.7238,                0.90694,                0.48604,                0.85491,              0.0001982,              0.0001982,              0.0001982
                     93,                0.60152,                0.65668,                0.42386,                0.83061,                0.92529,                0.91111,                0.94875,                0.76057,                0.89459,                0.80155,                0.87155,                0.61373,                0.70879,                0.93667,                0.46754,                0.85309,              0.0001784,              0.0001784,              0.0001784
                     94,                0.59126,                0.72772,                0.41207,                0.82193,                0.94758,                0.90388,                0.95117,                0.75779,                0.91821,                0.81083,                0.88415,                0.61902,                0.70998,                0.96083,                 0.4661,                0.85037,              0.0001586,              0.0001586,              0.0001586
                     95,                0.60849,                0.69753,                0.41783,                0.82183,                 0.9578,                0.88266,                0.94766,                  0.758,                0.89828,                0.79444,                0.87251,                0.61869,                0.70966,                 1.0183,                 0.4751,                0.84776,              0.0001388,              0.0001388,              0.0001388
                     96,                 0.5785,                  0.696,                0.39808,                0.81945,                0.94442,                0.89444,                0.95182,                0.76104,                0.90793,                0.78889,                0.88146,                0.62938,                0.69422,                0.96672,                0.46603,                0.84368,               0.000119,               0.000119,               0.000119
                     97,                0.58724,                0.66896,                0.40431,                0.81396,                0.93924,                0.90556,                0.95141,                0.75966,                  0.892,                0.82592,                 0.8849,                0.63207,                0.70038,                 0.9336,                0.46118,                0.84337,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.57734,                0.65663,                0.39327,                 0.8237,                0.96038,                0.87778,                0.94864,                0.75973,                 0.9184,                0.81281,                0.88632,                 0.6245,                0.69798,                0.93514,                 0.4588,                0.84452,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.56408,                0.69088,                0.39772,                0.81519,                0.96986,                0.86667,                0.94657,                0.76755,                0.91214,                0.80743,                0.87935,                0.62941,                0.69196,                0.93748,                0.45741,                0.84361,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.54244,                0.65875,                0.37261,                0.81988,                0.97521,                0.87431,                0.94926,                0.76952,                0.90709,                 0.8136,                0.87705,                0.62737,                 0.6916,                0.94562,                0.45426,                0.84449,               3.98e-05,               3.98e-05,               3.98e-05
