                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                0.81434,                 1.0142,                0.70215,                0.93912,                0.93099,                0.88866,                0.95501,                0.74201,                0.93217,                0.83832,                0.91948,                0.67125,                0.78848,                 1.0845,                0.61187,                0.93166,               0.001241,               0.001241,               0.001241
                     25,                  0.799,                0.93664,                0.69044,                0.92025,                0.94526,                0.93063,                0.96793,                0.74268,                0.91965,                0.86228,                0.91828,                 0.6559,                0.75423,                 1.0585,                0.56607,                0.90852,               0.001208,               0.001208,               0.001208
                     26,                0.79706,                0.92103,                0.70599,                0.94835,                0.95947,                0.84431,                0.94763,                0.74459,                0.93205,                0.82036,                0.90637,                0.65918,                0.77326,                 1.0268,                0.56155,                0.93091,               0.001175,               0.001175,               0.001175
                     27,                0.79325,                0.94145,                0.69441,                0.92246,                0.92269,                0.89222,                 0.9391,                0.72712,                0.91762,                0.86826,                0.93974,                0.66315,                0.77067,                0.95656,                0.61203,                0.92491,               0.001142,               0.001142,               0.001142
                     28,                 0.8186,                0.97569,                0.75095,                0.94299,                0.89054,                 0.8503,                0.89862,                0.72016,                0.91446,                0.83223,                0.89491,                0.65382,                0.77468,                0.93782,                0.66791,                0.90841,               0.001109,               0.001109,               0.001109
                     29,                0.81017,                0.94314,                0.69909,                 0.9514,                0.86489,                0.86228,                0.91406,                0.72996,                0.93057,                0.80261,                0.89814,                   0.65,                0.74879,                0.92757,                0.65883,                0.90629,               0.001076,               0.001076,               0.001076
                     30,                0.74822,                0.94384,                0.68884,                0.92723,                0.90561,                0.84431,                0.91394,                0.72292,                0.92392,                0.79042,                0.88933,                0.66428,                0.79655,                 1.0238,                0.65589,                0.92461,               0.001043,               0.001043,               0.001043
                     31,                0.78488,                0.90261,                0.66997,                0.92464,                 0.9297,                0.87425,                0.94631,                0.76046,                0.93295,                0.83317,                0.91308,                  0.692,                0.75985,                0.99436,                0.55732,                0.90546,                0.00101,                0.00101,                0.00101
                     32,                0.74623,                 0.8674,                0.62076,                0.91726,                0.96921,                0.84431,                0.94833,                0.75274,                0.95854,                0.83075,                0.92077,                0.67616,                  0.736,                0.96181,                0.57094,                0.90619,               0.000977,               0.000977,               0.000977
                     33,                0.75478,                0.87321,                0.63524,                0.92848,                0.96052,                0.87403,                0.95984,                0.77529,                0.96052,                0.87403,                0.93768,                0.70651,                0.72613,                0.98313,                0.54547,                0.89639,               0.000944,               0.000944,               0.000944
                     34,                0.73713,                0.88205,                0.63679,                0.92368,                0.94298,                0.93413,                 0.9719,                0.79043,                0.92576,                0.88024,                0.91501,                0.68009,                0.67084,                0.98485,                0.51933,                0.87766,               0.000911,               0.000911,               0.000911
                     35,                 0.7383,                0.90316,                0.65334,                   0.92,                0.96065,                0.88024,                 0.9633,                0.77147,                0.94105,                0.86228,                0.91061,                0.66274,                0.71661,                 1.0029,                 0.5649,                0.89049,               0.000878,               0.000878,               0.000878
                     36,                0.74062,                0.87836,                0.62843,                0.92514,                0.92176,                 0.8982,                0.94685,                0.75976,                0.95251,                0.84068,                0.91441,                0.68035,                0.69808,                0.92396,                0.56646,                0.87783,               0.000845,               0.000845,               0.000845
                     37,                0.71692,                0.83473,                0.58217,                0.91015,                0.96734,                0.88623,                0.95782,                0.77945,                0.94507,                0.82419,                0.90593,                0.69448,                0.69507,                0.96588,                0.50898,                0.88626,               0.000812,               0.000812,               0.000812
                     38,                0.71409,                0.81514,                0.61202,                0.90797,                0.98078,                 0.8982,                0.96814,                0.78666,                0.95157,                0.86228,                0.92141,                0.67942,                0.65623,                0.94671,                0.49656,                0.88135,               0.000779,               0.000779,               0.000779
                     39,                0.70496,                0.84124,                0.57843,                0.92036,                0.95557,                0.90141,                  0.963,                0.78975,                0.92172,                0.86826,                0.91246,                0.69195,                0.67384,                0.99773,                  0.503,                0.87657,               0.000746,               0.000746,               0.000746
                     40,                0.72706,                0.85038,                0.57398,                0.90946,                0.94099,                0.92814,                 0.9683,                0.78882,                0.91316,                 0.8982,                0.92367,                0.68557,                0.66004,                0.88189,                0.48766,                0.87253,               0.000713,               0.000713,               0.000713
                     41,                0.70259,                0.80159,                 0.5503,                0.90079,                 0.9335,                0.92461,                0.96151,                0.78083,                0.90329,                0.89488,                0.91779,                0.69392,                 0.6701,                 0.8467,                0.48889,                0.86708,                0.00068,                0.00068,                0.00068
                     42,                0.67532,                0.78939,                0.55306,                0.88995,                0.94927,                0.91617,                0.96052,                0.77231,                 0.9376,                0.88024,                0.91719,                0.67783,                0.64808,                 0.9545,                0.47763,                0.87256,               0.000647,               0.000647,               0.000647
                     43,                0.71016,                 0.8421,                0.57138,                0.89516,                0.93661,                0.88473,                0.95584,                0.78002,                0.89812,                0.84463,                0.89711,                0.67458,                0.63721,                0.87108,                 0.4871,                0.87436,               0.000614,               0.000614,               0.000614
                     44,                0.65796,                0.79898,                0.55406,                0.90225,                0.93836,                0.91163,                0.96275,                0.80155,                0.91989,                0.89383,                0.92743,                0.68752,                0.62316,                0.82373,                0.49195,                0.87292,               0.000581,               0.000581,               0.000581
                     45,                 0.6662,                0.77738,                0.52655,                0.89202,                0.97447,                0.91419,                0.97628,                0.80196,                0.93792,                0.87425,                0.92481,                0.67246,                0.65459,                0.87174,                0.46093,                0.87707,               0.000548,               0.000548,               0.000548
                     46,                 0.6828,                0.82739,                0.54257,                0.90002,                0.97204,                0.91018,                 0.9807,                0.79384,                0.94007,                0.88024,                0.93366,                0.69755,                 0.6468,                0.88876,                0.46399,                0.87344,               0.000515,               0.000515,               0.000515
                     47,                0.66444,                0.79458,                0.53885,                0.88334,                0.97412,                0.90142,                0.97459,                0.81411,                0.95471,                0.88359,                0.93883,                0.69615,                0.60763,                0.85118,                0.46339,                 0.8695,               0.000482,               0.000482,               0.000482
                     48,                0.64535,                0.74311,                 0.5122,                 0.8913,                0.95298,                0.91018,                0.96824,                 0.8197,                0.92918,                0.88623,                0.93194,                 0.7034,                0.59127,                0.87039,                0.46212,                0.86165,               0.000449,               0.000449,               0.000449
                     49,                0.65556,                0.75029,                0.51396,                0.88738,                0.96703,                0.91018,                 0.9721,                 0.8202,                0.94143,                0.88623,                0.93802,                0.72069,                0.59501,                0.89779,                0.44019,                0.85737,               0.000416,               0.000416,               0.000416
                     50,                 0.6254,                0.73219,                0.51875,                0.89199,                0.97156,                 0.8982,                0.96663,                0.82435,                0.94963,                0.87425,                0.93479,                0.69976,                0.57914,                0.88591,                0.44149,                0.85553,               0.000383,               0.000383,               0.000383
                     51,                0.60426,                0.72015,                0.47502,                0.85195,                0.96949,                0.89222,                0.96192,                 0.8186,                0.94302,                0.89196,                 0.9367,                0.71289,                 0.5859,                0.86465,                0.45102,                0.85374,                0.00035,                0.00035,                0.00035
                     52,                0.56895,                0.70258,                0.43612,                0.84883,                0.95975,                0.90419,                0.95841,                0.82013,                0.93561,                0.88024,                0.92228,                0.70905,                0.59187,                0.82371,                0.45683,                0.84851,               0.000317,               0.000317,               0.000317
                     53,                 0.5719,                0.71298,                0.45248,                0.84313,                 0.9561,                 0.9129,                0.96216,                0.81741,                0.92969,                0.87094,                0.91981,                0.69534,                0.58087,                0.84249,                0.46119,                0.84208,               0.000284,               0.000284,               0.000284
                     54,                0.56105,                 0.6713,                0.42111,                0.84185,                0.93328,                0.92143,                  0.961,                0.82945,                0.94787,                0.87099,                 0.9343,                 0.7188,                0.55691,                0.81591,                0.44889,                0.83057,               0.000251,               0.000251,               0.000251
                     55,                0.57712,                0.69576,                0.41943,                0.84554,                0.97402,                0.89784,                0.95581,                0.81973,                0.94803,                0.87388,                0.92228,                0.71915,                0.56901,                0.77164,                0.45783,                0.82989,               0.000218,               0.000218,               0.000218
                     56,                0.56298,                0.66743,                 0.4269,                0.84124,                0.97415,                0.90258,                0.96104,                0.83016,                0.93537,                0.86666,                0.91946,                  0.712,                0.56182,                0.81136,                0.43103,                0.83378,               0.000185,               0.000185,               0.000185
                     57,                0.53684,                0.63845,                0.39243,                0.83271,                0.94887,                0.93413,                0.96459,                0.82712,                0.94105,                0.88623,                0.93062,                0.72397,                0.56579,                 0.8399,                0.42163,                0.83721,               0.000152,               0.000152,               0.000152
                     58,                  0.536,                0.60372,                0.39571,                0.83195,                0.95674,                0.92697,                0.96622,                0.83079,                 0.9238,                0.87425,                0.93034,                0.72207,                0.55866,                0.83763,                0.41473,                0.83408,               0.000119,               0.000119,               0.000119
                     59,                0.53424,                0.60342,                0.39501,                0.83684,                0.95632,                0.91782,                0.96501,                0.83955,                0.94185,                0.87282,                0.93566,                0.72271,                0.54412,                0.80836,                 0.4083,                0.83015,                8.6e-05,                8.6e-05,                8.6e-05
                     60,                0.51409,                0.63209,                0.38099,                0.83395,                0.97279,                0.91617,                0.96655,                0.84285,                 0.9391,                0.88024,                0.93217,                0.72474,                0.53851,                0.80457,                0.40598,                0.82897,                5.3e-05,                5.3e-05,                5.3e-05
