                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                0.98496,                 1.0106,                 1.0979,                 1.0255,                0.99488,                      1,                  0.995,                0.78833,                0.99488,                      1,                  0.995,                0.73899,                0.83804,                 1.3353,                0.92166,                0.86923,               0.001538,               0.001538,               0.001538
                     16,                0.91732,                0.84579,                0.97789,                 1.0223,                0.99067,                      1,                  0.995,                0.82115,                0.99067,                      1,                  0.995,                0.77434,                0.76648,                 1.2503,                0.85414,                0.84741,               0.001505,               0.001505,               0.001505
                     17,                0.87719,                0.78275,                0.94054,                0.99202,                0.94605,                0.92362,                0.95413,                0.75317,                0.84729,                0.94737,                0.92755,                0.73072,                0.83901,                 1.2841,                0.91035,                0.88004,               0.001472,               0.001472,               0.001472
                     18,                0.86406,                 0.8877,                0.96367,                0.99033,                      1,                0.93251,                0.98458,                0.77721,                      1,                0.93251,                0.98458,                0.75773,                0.77845,                 1.0278,                 0.9229,                0.85532,               0.001439,               0.001439,               0.001439
                     19,                0.83814,                0.75771,                  0.873,                 1.0017,                0.99742,                      1,                  0.995,                 0.7963,                0.99742,                      1,                  0.995,                0.79613,                0.76043,                0.80986,                0.89406,                0.84043,               0.001406,               0.001406,               0.001406
                     20,                0.90868,                0.81041,                0.95743,                 1.0543,                      1,                 0.9946,                  0.995,                0.83075,                      1,                 0.9946,                  0.995,                0.82931,                 0.6506,                0.65046,                0.78475,                0.79768,               0.001373,               0.001373,               0.001373
                     21,                0.81095,                0.68298,                0.86122,                0.95064,                0.99278,                      1,                  0.995,                0.86923,                0.99278,                      1,                  0.995,                0.84895,                0.62549,                0.62909,                0.75022,                0.78596,                0.00134,                0.00134,                0.00134
                     22,                0.80517,                0.74003,                0.90345,                 0.9532,                0.94998,                0.99968,                   0.99,                0.82396,                0.94998,                0.99968,                   0.99,                0.83415,                0.70545,                0.69585,                0.80162,                0.81176,               0.001307,               0.001307,               0.001307
                     23,                 0.7933,                0.67383,                0.87838,                0.94935,                0.99512,                0.94737,                0.98154,                0.83592,                0.99512,                0.94737,                0.98154,                 0.8579,                0.69034,                0.76153,                0.77833,                0.82184,               0.001274,               0.001274,               0.001274
                     24,                0.77381,                 0.7473,                0.83792,                0.93048,                      1,                0.99818,                  0.995,                0.86554,                      1,                0.99818,                  0.995,                0.82994,                0.60644,                0.63203,                0.69866,                 0.7968,               0.001241,               0.001241,               0.001241
                     25,                0.82016,                0.66043,                0.86189,                 0.9688,                      1,                0.99818,                  0.995,                0.87168,                      1,                0.99818,                  0.995,                 0.8302,                0.61441,                0.66091,                0.68744,                0.79022,               0.001208,               0.001208,               0.001208
                     26,                 0.8602,                0.82168,                0.89748,                0.98582,                      1,                0.99868,                  0.995,                0.88317,                      1,                0.99868,                  0.995,                0.85293,                 0.6459,                0.73746,                0.67135,                0.79685,               0.001175,               0.001175,               0.001175
                     27,                0.78635,                0.64573,                0.79405,                0.96555,                      1,                0.99843,                  0.995,                0.87353,                      1,                0.99843,                  0.995,                0.83965,                0.67944,                0.83246,                0.70602,                 0.8123,               0.001142,               0.001142,               0.001142
                     28,                0.77336,                0.71157,                0.82174,                0.92382,                0.99603,                      1,                  0.995,                0.88674,                0.99603,                      1,                  0.995,                0.88375,                 0.5905,                0.56949,                0.65228,                0.78672,               0.001109,               0.001109,               0.001109
                     29,                 0.7253,                0.59658,                0.79119,                0.94372,                0.99639,                      1,                  0.995,                0.87679,                0.99639,                      1,                  0.995,                0.89239,                0.55737,                0.53349,                 0.6298,                0.77026,               0.001076,               0.001076,               0.001076
                     30,                0.68149,                0.69276,                0.73605,                0.93037,                0.99681,                      1,                  0.995,                 0.8583,                0.99681,                      1,                  0.995,                0.86494,                  0.573,                0.54729,                0.62187,                0.77197,               0.001043,               0.001043,               0.001043
                     31,                0.75095,                0.63325,                 0.7392,                0.92756,                0.99668,                      1,                  0.995,                0.87318,                0.99668,                      1,                  0.995,                0.86277,                0.57388,                0.53814,                0.62938,                0.76269,                0.00101,                0.00101,                0.00101
                     32,                0.71006,                 0.6057,                0.75977,                0.92139,                0.99591,                      1,                  0.995,                0.87512,                0.99591,                      1,                  0.995,                0.85995,                0.58515,                0.57668,                0.64362,                0.76667,               0.000977,               0.000977,               0.000977
                     33,                0.72757,                0.76197,                0.75553,                0.92837,                 0.9964,                      1,                  0.995,                0.89433,                 0.9964,                      1,                  0.995,                0.87136,                0.55935,                0.51855,                0.63016,                0.75889,               0.000944,               0.000944,               0.000944
                     34,                 0.7146,                 0.6509,                0.72083,                0.91519,                0.99605,                      1,                  0.995,                0.89763,                0.99605,                      1,                  0.995,                0.84956,                0.54349,                0.50874,                 0.6188,                0.75388,               0.000911,               0.000911,               0.000911
                     35,                0.68652,                0.59236,                0.75916,                0.94078,                0.99652,                      1,                  0.995,                0.90252,                0.99652,                      1,                  0.995,                0.86841,                0.52803,                  0.541,                0.60875,                0.75274,               0.000878,               0.000878,               0.000878
                     36,                0.63133,                0.60519,                0.66002,                0.89139,                0.99665,                      1,                  0.995,                0.90717,                0.99665,                      1,                  0.995,                0.84503,                0.54281,                0.57308,                0.58392,                0.75608,               0.000845,               0.000845,               0.000845
                     37,                0.72765,                0.50369,                0.70388,                0.93099,                0.99619,                      1,                  0.995,                0.91872,                0.99619,                      1,                  0.995,                0.86826,                0.51665,                0.60369,                0.57934,                0.75652,               0.000812,               0.000812,               0.000812
                     38,                0.65275,                0.57816,                0.68544,                0.91683,                0.99636,                      1,                  0.995,                0.90232,                0.99636,                      1,                  0.995,                0.88011,                0.50064,                 0.5943,                 0.5783,                0.75008,               0.000779,               0.000779,               0.000779
                     39,                0.69005,                0.54091,                0.70113,                0.92263,                0.99682,                      1,                  0.995,                0.89672,                0.99682,                      1,                  0.995,                0.89001,                0.51009,                0.56268,                0.54095,                 0.7507,               0.000746,               0.000746,               0.000746
                     40,                0.66805,                0.59125,                0.66369,                0.92173,                0.99693,                      1,                  0.995,                0.89393,                0.99693,                      1,                  0.995,                0.87738,                0.50002,                0.54766,                0.53403,                0.75403,               0.000713,               0.000713,               0.000713
                     41,                0.67529,                0.65853,                0.70181,                0.91362,                0.99683,                      1,                  0.995,                0.88917,                0.99683,                      1,                  0.995,                0.86187,                0.50177,                0.55177,                0.52878,                0.75572,                0.00068,                0.00068,                0.00068
                     42,                0.71783,                0.62965,                0.71437,                0.91965,                0.99643,                      1,                  0.995,                0.85718,                0.99643,                      1,                  0.995,                0.85941,                0.57177,                0.55541,                0.53793,                0.76771,               0.000647,               0.000647,               0.000647
                     43,                0.60447,                 0.5184,                0.73627,                0.87829,                0.99674,                      1,                  0.995,                0.89166,                0.99674,                      1,                  0.995,                0.88505,                 0.5647,                0.54766,                0.53864,                0.76413,               0.000614,               0.000614,               0.000614
                     44,                0.60774,                0.51216,                0.65318,                0.86346,                0.99835,                      1,                  0.995,                0.89711,                0.99835,                      1,                  0.995,                0.89253,                0.48181,                0.49276,                0.54409,                0.74693,               0.000581,               0.000581,               0.000581
                     45,                 0.6386,                0.56217,                0.68208,                0.90635,                0.99822,                      1,                  0.995,                0.90813,                0.99822,                      1,                  0.995,                 0.8814,                0.46759,                0.48981,                0.52901,                0.74495,               0.000548,               0.000548,               0.000548
                     46,                0.65805,                0.62417,                0.65416,                0.90315,                0.99733,                      1,                  0.995,                0.90728,                0.99733,                      1,                  0.995,                0.88936,                0.46418,                   0.49,                0.51404,                0.74277,               0.000515,               0.000515,               0.000515
                     47,                0.61847,                0.53029,                0.62106,                0.88564,                 0.9969,                      1,                  0.995,                0.90322,                 0.9969,                      1,                  0.995,                0.88039,                0.46374,                0.50753,                0.51386,                 0.7408,               0.000482,               0.000482,               0.000482
                     48,                0.62969,                0.56511,                0.66708,                0.95426,                0.99679,                      1,                  0.995,                0.88999,                0.99679,                      1,                  0.995,                0.88346,                0.45504,                0.55046,                 0.5067,                0.73761,               0.000449,               0.000449,               0.000449
                     49,                0.56988,                 0.5265,                0.59716,                 0.8808,                0.99571,                      1,                  0.995,                0.89378,                0.99571,                      1,                  0.995,                0.85619,                 0.4809,                 0.5669,                0.52153,                0.74579,               0.000416,               0.000416,               0.000416
                     50,                0.58253,                0.51252,                0.57373,                0.88068,                0.99562,                      1,                  0.995,                0.90578,                0.99562,                      1,                  0.995,                0.85281,                 0.4904,                0.56661,                0.52544,                0.74997,               0.000383,               0.000383,               0.000383
                     51,                0.50098,                0.49453,                0.62231,                0.83523,                0.99583,                      1,                  0.995,                0.90054,                0.99583,                      1,                  0.995,                0.86434,                0.48969,                0.56389,                 0.5314,                0.74941,                0.00035,                0.00035,                0.00035
                     52,                0.47129,                0.52213,                0.56495,                0.85606,                0.99473,                      1,                  0.995,                0.90911,                0.99473,                      1,                  0.995,                0.87596,                0.48615,                0.53868,                 0.5202,                0.74828,               0.000317,               0.000317,               0.000317
                     53,                0.48092,                0.46382,                0.57048,                0.84832,                0.99598,                      1,                  0.995,                0.92958,                0.99598,                      1,                  0.995,                0.88887,                0.45459,                0.49874,                0.52113,                0.73998,               0.000284,               0.000284,               0.000284
                     54,                0.49766,                0.52605,                0.60051,                0.84049,                 0.9967,                      1,                  0.995,                0.91802,                 0.9967,                      1,                  0.995,                0.89412,                0.44748,                0.48343,                0.53063,                0.73564,               0.000251,               0.000251,               0.000251
                     55,                0.48109,                0.50843,                0.58622,                0.84154,                0.99673,                      1,                  0.995,                0.92402,                0.99673,                      1,                  0.995,                0.90628,                0.44473,                0.46655,                 0.5143,                0.73644,               0.000218,               0.000218,               0.000218
                     56,                0.48464,                0.44456,                0.57475,                0.85483,                0.99692,                      1,                  0.995,                0.92426,                0.99692,                      1,                  0.995,                0.91969,                0.43549,                0.47461,                0.50479,                0.73423,               0.000185,               0.000185,               0.000185
                     57,                0.47214,                0.47422,                0.55735,                0.81207,                0.99697,                      1,                  0.995,                0.93261,                0.99697,                      1,                  0.995,                0.90257,                0.43838,                0.47628,                 0.4887,                0.73495,               0.000152,               0.000152,               0.000152
                     58,                0.46775,                0.48118,                0.56988,                0.84528,                0.99692,                      1,                  0.995,                0.93728,                0.99692,                      1,                  0.995,                0.89914,                0.44103,                0.47683,                0.47917,                0.73564,               0.000119,               0.000119,               0.000119
                     59,                0.46721,                0.49834,                0.55362,                0.84673,                0.99692,                      1,                  0.995,                0.92685,                0.99692,                      1,                  0.995,                0.89957,                0.45204,                0.48406,                0.47784,                0.73796,                8.6e-05,                8.6e-05,                8.6e-05
                     60,                0.47352,                0.45173,                0.53416,                0.84136,                 0.9968,                      1,                  0.995,                0.93726,                 0.9968,                      1,                  0.995,                0.90377,                0.44731,                0.47537,                0.47626,                 0.7371,                5.3e-05,                5.3e-05,                5.3e-05
