                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                0.71191,                0.79459,                0.62859,                0.93648,                0.94285,                 0.8835,                0.93632,                 0.7856,                0.94285,                 0.8835,                0.93899,                0.79084,                0.70348,                0.83747,                0.60234,                0.93999,               0.000944,               0.000944,               0.000944
                     34,                0.70224,                0.84617,                0.60857,                0.93167,                0.97359,                0.87379,                0.93177,                0.77384,                0.97359,                0.87379,                0.93122,                 0.7597,                0.70395,                0.93717,                0.62646,                0.93612,               0.000911,               0.000911,               0.000911
                     35,                0.67755,                0.82119,                0.61035,                0.93345,                0.93751,                0.93204,                0.93778,                0.79956,                0.93751,                0.93204,                0.93788,                0.77407,                0.61836,                0.86594,                0.55129,                0.90993,               0.000878,               0.000878,               0.000878
                     36,                0.68178,                0.80944,                0.57367,                0.92769,                0.96031,                0.86408,                0.91977,                 0.7701,                0.96031,                0.86408,                0.92243,                0.74453,                0.66939,                 0.9766,                0.65975,                0.92408,               0.000845,               0.000845,               0.000845
                     37,                0.63968,                 0.7759,                0.55092,                0.92677,                0.95853,                0.89755,                0.93714,                0.80533,                0.95853,                0.89755,                0.93714,                0.78106,                0.60805,                0.89762,                0.60164,                0.89587,               0.000812,               0.000812,               0.000812
                     38,                0.65443,                  0.777,                0.56073,                 0.9228,                0.95861,                0.89939,                0.93699,                0.79974,                0.95861,                0.89939,                0.93699,                0.76743,                0.61011,                0.89749,                0.58928,                0.90176,               0.000779,               0.000779,               0.000779
                     39,                0.65781,                0.77837,                0.57683,                0.92386,                0.94657,                 0.8932,                0.93407,                0.79044,                0.94657,                 0.8932,                0.93407,                0.77618,                0.65375,                0.95872,                0.60798,                0.93315,               0.000746,               0.000746,               0.000746
                     40,                0.63035,                0.76268,                 0.5412,                0.91313,                0.97859,                0.88752,                0.92859,                0.77741,                0.97859,                0.88752,                0.92928,                0.75822,                0.63988,                 1.0095,                 0.5968,                0.94471,               0.000713,               0.000713,               0.000713
                     41,                0.63673,                0.77565,                0.55107,                0.90869,                0.97337,                 0.8835,                0.92767,                0.78667,                0.97337,                 0.8835,                0.92767,                0.75491,                0.65226,                 1.0328,                0.61514,                 0.9539,                0.00068,                0.00068,                0.00068
                     42,                0.61457,                0.72581,                0.55131,                0.93201,                0.96805,                0.88251,                0.92922,                0.78754,                0.96805,                0.88251,                0.93792,                0.77403,                0.63028,                0.91172,                0.63257,                0.93164,               0.000647,               0.000647,               0.000647
                     43,                0.62546,                0.76981,                0.55104,                0.90499,                0.96767,                0.87192,                0.93281,                0.79453,                0.96767,                0.87192,                0.93849,                0.76177,                0.64728,                0.90673,                0.59518,                0.94959,               0.000614,               0.000614,               0.000614
                     44,                0.62481,                0.79309,                 0.5363,                0.92818,                0.94928,                0.90856,                0.94282,                0.81183,                0.95162,                0.90291,                 0.9436,                0.79212,                0.59877,                0.84958,                0.59137,                0.90191,               0.000581,               0.000581,               0.000581
                     45,                0.61494,                0.72077,                0.51189,                0.89406,                0.95626,                0.90291,                0.94732,                0.82252,                0.95626,                0.90291,                0.94732,                0.79921,                0.58416,                0.83835,                0.54435,                0.89783,               0.000548,               0.000548,               0.000548
                     46,                0.63098,                0.76028,                0.52265,                0.90942,                0.95611,                0.90291,                0.93349,                0.80773,                0.95611,                0.90291,                 0.9351,                0.80496,                0.60527,                0.90338,                0.57416,                0.91739,               0.000515,               0.000515,               0.000515
                     47,                0.58231,                0.68624,                0.48405,                0.89601,                0.96788,                0.87772,                0.93359,                0.79156,                0.96788,                0.87772,                0.93359,                0.78644,                0.62028,                 1.0273,                0.58856,                0.92671,               0.000482,               0.000482,               0.000482
                     48,                0.57885,                0.71449,                0.48455,                0.89257,                0.98885,                0.86143,                0.93372,                0.78859,                0.98885,                0.86143,                0.93372,                0.78612,                 0.6059,                0.93994,                 0.5856,                0.90544,               0.000449,               0.000449,               0.000449
                     49,                0.58362,                0.67589,                0.49465,                0.90212,                0.98888,                0.86318,                 0.9419,                 0.7997,                0.98888,                0.86318,                 0.9419,                0.79144,                0.58816,                0.81831,                  0.533,                0.89426,               0.000416,               0.000416,               0.000416
                     50,                0.57079,                0.72166,                0.50353,                0.88687,                 0.9786,                  0.888,                0.94234,                0.81352,                 0.9786,                  0.888,                0.94234,                0.78975,                0.56166,                0.87386,                0.53583,                0.89422,               0.000383,               0.000383,               0.000383
                     51,                0.50305,                0.66327,                0.44686,                0.86573,                0.94755,                0.91262,                0.94468,                0.81841,                0.94755,                0.91262,                0.94468,                0.78814,                0.58567,                0.86478,                0.50916,                0.89785,                0.00035,                0.00035,                0.00035
                     52,                0.51053,                0.65702,                0.41851,                0.85957,                0.93911,                0.91262,                 0.9401,                0.80915,                0.93911,                0.91262,                 0.9401,                0.79089,                0.58408,                0.92946,                 0.5261,                0.88818,               0.000317,               0.000317,               0.000317
                     53,                0.50339,                 0.6237,                 0.4183,                0.84662,                0.96616,                0.91262,                0.94412,                0.81239,                0.96616,                0.91262,                0.94412,                0.80935,                0.57498,                0.82864,                0.50203,                0.88953,               0.000284,               0.000284,               0.000284
                     54,                0.48306,                0.60398,                0.39349,                0.84229,                0.95901,                0.90852,                0.94391,                0.82901,                0.95901,                0.90852,                0.94391,                0.80684,                0.54873,                0.79912,                0.49751,                0.87818,               0.000251,               0.000251,               0.000251
                     55,                0.49485,                0.60142,                0.40127,                0.85759,                0.95889,                0.91262,                0.94246,                0.82194,                0.95889,                0.91262,                0.94246,                0.79564,                 0.5628,                0.83032,                0.50123,                0.88407,               0.000218,               0.000218,               0.000218
                     56,                 0.4681,                0.59769,                0.38097,                0.84511,                 0.9791,                0.90957,                0.94287,                0.81877,                 0.9791,                0.90957,                0.94287,                 0.8021,                0.56546,                0.85007,                 0.4949,                0.88514,               0.000185,               0.000185,               0.000185
                     57,                0.47458,                0.60189,                0.38832,                 0.8416,                0.96885,                0.90607,                0.94003,                0.82544,                0.96885,                0.90607,                0.94003,                0.79786,                0.55651,                0.83398,                0.49842,                0.88529,               0.000152,               0.000152,               0.000152
                     58,                0.45497,                0.58556,                0.37374,                0.83834,                0.96751,                0.91262,                0.93975,                0.82222,                0.96751,                0.91262,                0.93975,                0.79829,                0.55054,                0.82578,                 0.4988,                0.88291,               0.000119,               0.000119,               0.000119
                     59,                0.44358,                  0.535,                0.36886,                0.83072,                0.96553,                0.91262,                0.93705,                0.82741,                0.96553,                0.91262,                0.93705,                0.80301,                0.54745,                 0.8278,                0.51201,                0.88415,                8.6e-05,                8.6e-05,                8.6e-05
                     60,                0.44742,                0.55509,                 0.3663,                0.83906,                0.97844,                0.91262,                0.93938,                0.83051,                0.97844,                0.91262,                0.93938,                0.79845,                0.54425,                0.84043,                0.49516,                0.88211,                5.3e-05,                5.3e-05,                5.3e-05
