                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.2794,                0.99221,                 1.4249,                 1.5452,                0.92318,                0.78947,                0.91874,                0.70279,                0.92318,                0.78947,                0.91874,                0.73672,                 0.9143,                 0.6842,                  2.374,                 1.3579,               0.001142,               0.001142,               0.001142
                     15,                 1.0286,                0.83959,                 1.0926,                 1.2715,                0.82036,                0.96184,                 0.9763,                0.69866,                0.82036,                0.96184,                 0.9763,                0.74591,                0.81517,                0.59924,                 2.2897,                 1.2677,               0.001076,               0.001076,               0.001076
                     16,                 1.0416,                0.95805,                 1.1407,                 1.3198,                0.88164,                0.89474,                0.93394,                0.74668,                0.89859,                0.93329,                0.96294,                0.77701,                0.87488,                0.71565,                 1.9453,                 1.3328,                0.00101,                0.00101,                0.00101
                     17,                0.95164,                0.74713,                 1.0152,                  1.322,                 0.8892,                0.94737,                0.97376,                0.74228,                 0.8892,                0.94737,                0.97376,                0.79412,                0.88304,                0.73125,                  1.037,                  1.306,               0.000944,               0.000944,               0.000944
                     18,                0.90059,                0.73355,                0.96683,                 1.2305,                0.88986,                      1,                0.97659,                0.77075,                0.88986,                      1,                0.97659,                0.79568,                0.76353,                0.72064,                0.94255,                 1.2311,               0.000878,               0.000878,               0.000878
                     19,                 0.8656,                0.65983,                0.88717,                 1.2555,                0.90298,                      1,                 0.9827,                0.78933,                      1,                0.88728,                0.98548,                0.80668,                0.79265,                0.68291,                0.93085,                 1.2202,               0.000812,               0.000812,               0.000812
                     20,                0.99435,                0.76805,                 1.0409,                  1.365,                0.98351,                0.84211,                0.97235,                0.74961,                0.94713,                0.94315,                0.98292,                0.81578,                0.76351,                0.57782,                0.84623,                 1.1516,               0.000746,               0.000746,               0.000746
                     21,                0.81422,                0.56347,                0.88785,                 1.2505,                0.94699,                0.94055,                 0.9725,                0.76494,                      1,                0.97996,                  0.995,                0.81731,                 0.7689,                  0.544,                0.85392,                 1.1512,                0.00068,                0.00068,                0.00068
                     22,                0.71673,                0.59478,                0.92206,                 1.2229,                      1,                0.89266,                0.94778,                0.76672,                      1,                0.89266,                0.97667,                0.82607,                0.75309,                0.55203,                 1.0437,                 1.1687,               0.000614,               0.000614,               0.000614
                     23,                0.77239,                 0.5708,                0.84117,                 1.2265,                0.99658,                0.84211,                0.95967,                 0.7933,                0.99658,                0.84211,                0.97522,                0.88649,                 0.6527,                0.48276,                0.79459,                 1.0653,               0.000548,               0.000548,               0.000548
                     24,                0.68773,                0.49861,                 0.7532,                 1.2071,                0.97868,                0.84211,                  0.973,                0.83727,                      1,                0.93834,                  0.983,                0.88007,                0.63768,                0.46974,                0.80138,                  1.043,               0.000482,               0.000482,               0.000482
                     25,                0.67074,                0.52286,                0.80736,                 1.1902,                0.96944,                0.84211,                0.96652,                0.81588,                0.94644,                0.93066,                 0.9763,                0.86862,                0.62789,                 0.4564,                0.75205,                 1.0514,               0.000416,               0.000416,               0.000416
                     26,                0.65321,                0.43851,                0.74416,                 1.1585,                0.90332,                 0.9841,                0.98071,                0.84772,                0.93636,                0.94737,                0.98761,                0.88847,                0.61522,                0.43195,                0.67129,                 1.0611,                0.00035,                0.00035,                0.00035
                     27,                0.67583,                0.49945,                0.74393,                 1.1832,                      1,                0.97011,                  0.995,                0.86335,                      1,                0.97011,                  0.995,                0.92197,                 0.6031,                 0.4189,                0.63878,                 1.0496,               0.000284,               0.000284,               0.000284
                     28,                0.69222,                0.41773,                0.72418,                 1.2073,                0.94974,                0.99486,                   0.99,                0.85204,                0.94974,                0.99486,                   0.99,                0.91824,                0.60355,                0.40321,                0.62126,                 1.0278,               0.000218,               0.000218,               0.000218
                     29,                0.58058,                0.43189,                0.69663,                 1.1233,                0.94566,                      1,                   0.99,                0.86111,                0.94566,                      1,                   0.99,                0.92003,                0.59337,                0.39766,                0.62259,                 1.0013,               0.000152,               0.000152,               0.000152
                     30,                0.60552,                0.41984,                0.69193,                 1.1569,                0.94895,                0.97908,                   0.99,                0.88185,                0.94895,                0.97908,                   0.99,                0.91222,                0.57874,                0.38301,                0.62991,                 0.9971,                8.6e-05,                8.6e-05,                8.6e-05
